ENERGY STAR Unique ID,Brand Name,Model Number,Additional Model Information,UPC,Type,Product Class,Defrost Type,Compact,Built-in,Thru the Door Dispenser,Ice Maker,Counter Depth,Height (in),Width (in),Capacity (Total Volume) (ft3),Adjusted Volume (ft3),Annual Energy Use (kWh/yr),US Federal Standard (kWh/yr),Percent Less Energy Use than US Federal Standard,Refrigerant Type,Refrigerant with GWP,Connected Functionality,Connects Using,Connected Functionality Tested,Communication Standard Application Layer,Direct on-premises Open-standard Based Interconnection,Date Available On Market,Date Certified,Markets,CB Model Identifier,Meets ENERGY STAR Most Efficient 2025 Criteria
2243851,Master Chef,043-0291-4,,,Compact Refrigerator,12 - Compact Refrigerator-Freezer - partial automatic defrost,Automatic,Yes,No,No,No,No,33.7,18.7,2.9,3.6,321,357,10,,,No,,,,,07/07/2015,07/21/2015,Canada,ES_1025242_043-0291-4_07072015142556_4850999,No
2285184,Master Chef,043-0291-4,,,Compact Refrigerator,12 - Compact Refrigerator-Freezer - partial automatic defrost,Automatic,Yes,No,No,No,No,33,18.5,3.1,3.8,270,358,25,,,No,,,,,01/22/2015,12/01/2016,Canada,ES_1025242_043-0291-4_12022016111040_7040714,No
2732284,Master Chef,043-1501-0,,,Compact Refrigerator,11A - Compact All-Refrigerator - manual defrost,Manual,Yes,No,No,No,No,19.4,18.6,1.6,1.6,207,232,11,,,No,,,,,10/17/2023,11/07/2023,Canada,ES_1025242_043-1501-0_110720230512484_4834292,No
2732285,Master Chef,043-1502-8,,,Compact Refrigerator,11A - Compact All-Refrigerator - manual defrost,Manual,Yes,No,No,No,No,33.9,18.6,3.3,3.3,220,245,10,,,No,,,,,10/17/2023,11/07/2023,Canada,ES_1025242_043-1502-8_11072023051501_4703657,No
2361775,MAXXIMUM,MAXBC52SD,,,Compact Refrigerator,13A - Compact All-Refrigerators - automatic defrost,Automatic,Yes,No,No,No,No,33.3,23.4,5.2,5.2,258,307,16,,,No,,,,,06/01/2020,06/18/2020,United States,ES_1131312_MAXBC52SD_06162020163016_2250940,No
2397183,MAXXIMUM,MAXBC52SD,,845035024887,Compact Refrigerator,13A - Compact All-Refrigerators - automatic defrost,Automatic,Yes,No,No,No,No,33.3,23.4,5.2,5.2,258,307,16,,,No,,,,,05/16/2022,06/02/2022,United States,ES_1131312_MAXBC52SD_05232022141625_6081506,No
3627145,MAXXIMUM,"MAXR24SS, MAXR24OD",,845035032882;845035036927,Compact Refrigerator,13A - Compact All-Refrigerators - automatic defrost,Automatic,Yes,No,No,No,No,34.8,23.9,5.5,5.5,259,310,16,R-600a,R-600a (GWP:3 | Lower GWP),No,,,,,08/26/2024,09/14/2023,"United States, Canada","ES_1131312_MAXR24SS, MAXR24OD_09042024154445_6458551",No
3627097,MAXXIMUM,"MAXRD15O, MAXRD15SS",,845035034862;845035034879,Compact Refrigerator,13A - Compact All-Refrigerators - automatic defrost,Automatic,Yes,No,No,No,No,33.5,14.9,2.9,2.9,253,286,12,R-600a,R-600a (GWP:3 | Lower GWP),No,,,,,08/26/2024,09/09/2024,"United States, Canada","ES_1131312_MAXRD15O, MAXRD15SS_09062024141034_8844263",No
3705425,MAXXIMUM,MAXRD24O,",MAXRD24SS,",845035034848;845035034855,Compact Refrigerator,13A - Compact All-Refrigerators - automatic defrost,Automatic,Yes,No,No,No,No,33.5,23.9,5.5,5.5,256,310,17,R-600a,R-600a (GWP:3 | Lower GWP),No,,,,,10/09/2024,10/16/2024,"United States, Canada",ES_1131312_MAXRD24O_10092024152357_4266473,No
3627195,MAXXIMUM,MAXWC24SS,,845035032875,Compact Cooler,1 - Built-in Compact Cooler,,Yes,Yes,No,No,No,34.8,23.9,5.5,5.5,118,199,41,R-600a,R-600a (GWP:3 | Lower GWP),No,,,,,08/26/2024,09/14/2023,"United States, Canada",ES_1131312_MAXWC24SS_09042024153952_4934198,No
2208195,Maytag,MB*1957DE*,,883049337661;883049337685;883049343099;883049346076;883049346083,Bottom Freezer,5 - Refrigerator-freezers - automatic defrost with bottom-mounted freezer without an automatic ice maker,Automatic,No,No,No,No,No,65.5,29.6,18.6,23,469,521,10,,,No,,,,,04/23/2014,03/28/2014,"United States, Canada",ES_0022856_WRF540CWB*_03282014113823_2714961,No
2272147,Maytag,MB*1957DE*,,883049337661;883049337685;883049343099;883049346076;883049346083,Bottom Freezer,5I - Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,Automatic,No,No,No,Yes,No,65.5,29.6,18.6,23,553,605,10,,,No,,,,,04/15/2016,06/14/2016,"United States, Canada",ES_0022856_MB*1957DE*_07112016115240_70084302,No
2263420,Maytag,MBB1957FE***,,883049408323;883049408330;883049431130;883049431147,Bottom Freezer,5 - Refrigerator-freezers - automatic defrost with bottom-mounted freezer without an automatic ice maker,Automatic,No,No,No,No,No,65.5,29.6,18.6,23,469,521,10,,,No,,,,,04/01/2016,03/24/2016,"United States, Canada",ES_0022856_MBB1957FE***03302016013641_70071754,No
2272149,Maytag,MBB1957FE***,,883049408323;883049408330;883049431130;883049431147,Bottom Freezer,5I - Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,Automatic,No,No,No,Yes,No,65.5,29.6,18.6,23,553,605,10,,,No,,,,,04/15/2016,06/14/2016,"United States, Canada",ES_0022856_MBB1957FE***_07112016115240_70084302,No
2208194,Maytag,MBF1953DE*,,883049337630;883049337647;883049337784,Bottom Freezer,5I - Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,Automatic,No,No,No,Yes,No,65.5,29.6,18.6,23,553,605,10,,,No,,,,,04/23/2014,04/21/2015,"United States, Canada",ES_0022856_JFC2089BE*_03282014113822_2714961,No
2208193,Maytag,MBF1958DE*,,883049337623;883049337654;883049337678,Bottom Freezer,5I - Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,Automatic,No,No,No,Yes,No,65.5,29.6,18.6,23,553,605,10,,,No,,,,,04/23/2014,04/21/2015,"United States, Canada",ES_0022856_KBFS20EC*_03282014113821_2714961,No
2263418,Maytag,MBF1958FE***,,883049403342;883049403359;883049403366;883049431116;883049431123,Bottom Freezer,5I - Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,Automatic,No,No,No,Yes,No,65.5,29.6,18.6,23,553,605,10,,,No,,,,,04/01/2016,03/24/2016,"United States, Canada",ES_0022856_MBF1958FE***03302016013641_70071754,No
2208215,Maytag,MBF2258DE*,,883049337692;883049337708;883049337715,Bottom Freezer,5I - Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,Automatic,No,No,No,Yes,No,68.9,32.6,22.1,27,584,640,10,,,No,,,,,04/13/2015,03/28/2014,"United States, Canada",ES_0022856_MBF2258DE*_03282014113828_2714961,No
2263416,Maytag,MBF2258FE***,,883049405117;883049405124;883049405131;883049431154;883049431161,Bottom Freezer,5I - Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,Automatic,No,No,No,Yes,No,68.9,32.6,22,27,584,640,10,,,No,,,,,04/01/2016,03/24/2016,"United States, Canada",ES_0022856_MBF2258FE***03302016013641_70071754,No
2272150,Maytag,MBL1957DE*,,883049346083,Bottom Freezer,5I - Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,Automatic,No,No,No,Yes,No,65.5,29.6,18.6,23,553,605,10,,,No,,,,,04/15/2016,06/14/2016,"United States, Canada",ES_0022856_MBL1957DE*_07112016115240_70084302,No
2668632,Mora,MRB221N6B*E,",,The symbols * can be replaced by A, B, C to Z, it means the color of enclosure.",810088364617,Bottom Freezer,5I - Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,Automatic,No,No,No,Yes,No,67.9,31.3,22.3,27.5,587,644,10,,,No,,,,,06/09/2023,09/27/2023,"United States, Canada",ES_1110877_MRB221N6B*E_09272023005228_7362804,No
2398755,Mora,MRF206N6BSE,,810088361791,Bottom Freezer,5I - Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,Automatic,No,No,No,Yes,No,66.9,29.9,20.6,25.8,547,629,15,,,No,,,,,07/18/2022,07/20/2022,United States,ES_1110877_MRF206N6BSE_072020220235866_2111242,No
3436192,Mora,MRF211N6C**,",,The symbols * may be replaced by A, B, C to Z, it means the color of enclosure.",810088360701,Bottom Freezer,5I - Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,Automatic,No,No,No,Yes,No,70,36,21.2,25.9,573,630,10,,,No,,,,,06/07/2023,04/09/2024,"United States, Canada",ES_1110877_MRF211N6C**_040920240208182_4946957,No
2396906,Mora,MRF211N6C*E,",,The symbols * maybe replaced by A, B, C to Z, it means the color of enclosure.",810088360701,Bottom Freezer,5I - Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,Automatic,No,No,No,Yes,No,70,36,21.2,25.9,573,630,10,,,No,,No,,,05/11/2022,05/26/2022,"United States, Canada",ES_1110877_MRF211N6C*E_052620220130555_5260209,No
3706647,Mora,MRF220N6B*E,",,Brand : MORA (The symbols * may be replaced by A, B, C to Z, it means the color of enclosure.)(Compressor options: VFL110CY1, VTH1113YG)",810088364594,Bottom Freezer,5I - Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,Automatic,No,No,No,Yes,No,67.9,31.3,22.1,27.3,585,643,10,,,No,,,,,02/23/2023,10/21/2024,"United States, Canada",ES_1110877_MRF220N6B*E_102120240149742_6044367,No
3706649,Mora,MRF220N6B*EW,",,Brand : MORA (The symbols * may be replaced by A, B, C to Z, it means the color of enclosure.)(Compressor options: VFL110CY1, VTH1113YG)",810088364600,Bottom Freezer,5I - Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,Automatic,No,No,No,Yes,No,67.9,31.3,22.1,27.3,585,643,10,,,No,,,,,02/23/2023,10/21/2024,"United States, Canada",ES_1110877_MRF220N6B*EW_102120240150619_2127273,No
3619479,Mora,MRF224N6CSE,,810088366628,Bottom Freezer,5I - Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,Automatic,No,No,No,Yes,No,70.3,36,22.4,27.7,590,646,10,,,No,,,,,07/22/2024,08/08/2024,"United States, Canada",ES_1110877_MRF224N6CSE_080820240316499_5800354,No
2402835,Mora,MRF266N6C*E,",,The symbols * maybe replaced by A, B, C to Z, it means the color of enclosure.",810088360626,Bottom Freezer,5I - Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,Automatic,No,No,No,Yes,No,70,36,26.6,32.7,583,690,18,,,No,,,,,07/03/2023,09/14/2023,"United States, Canada",ES_1110877_MRF266N6C*E_101120220744452_9928192,No
2395434,Mora,MRM198N6T*E,",,The symbols * maybe replaced by A, B, C to Z, it means the color of enclosure.",810088361562,Bottom Freezer,5A - Refrigerator-freezers - automatic defrost with bottom-mounted freezer with through-the-door ice service,Automatic,No,No,Yes,Yes,No,70.3,36,19.8,25.5,648,711,10,,,No,,No,,,03/29/2022,05/05/2022,"United States, Canada",ES_1110877_MRM198N6T*E_050420220524863_5289780,No
2635643,Mora,MRM260N6T*E,",,The symbols * maybe replaced by A, B, C to Z, it means the color of enclosure.",810088364662,Bottom Freezer,5A - Refrigerator-freezers - automatic defrost with bottom-mounted freezer with through-the-door ice service,Automatic,No,No,Yes,Yes,No,70.3,36,25.6,30.9,692,761,10,,,No,,,,,08/10/2023,08/11/2023,"United States, Canada",ES_1110877_MRM260N6T*E_081120230833514_7945406,No
2635642,Mora,MRM260N6T*EW,",,The symbols * maybe replaced by A, B, C to Z, it means the color of enclosure.",810088364679,Bottom Freezer,5A - Refrigerator-freezers - automatic defrost with bottom-mounted freezer with through-the-door ice service,Automatic,No,No,Yes,Yes,No,70.3,36,25.6,30.9,692,761,10,,,No,,,,,08/10/2023,08/11/2023,"United States, Canada",ES_1110877_MRM260N6T*EW_081120230834572_4157815,No
4000215,Mora,MRT115P3AVE,,850072177021,Top Freezer,3 - Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic ice maker,Automatic,No,No,No,No,No,66.8,23.4,11.6,13.5,308,343,10,,,No,,,,,03/16/2025,03/14/2025,"United States, Canada",ES_1110877_MRT115P3AVE_03172025111424_80247742,Yes
3998557,MOUNTAIN DEW,FR102MD,,058465816223,Compact Refrigerator,13A - Compact All-Refrigerators - automatic defrost,Automatic,Yes,No,No,No,No,19.8,17.7,1.6,1.6,245,274,11,R-600a,R-600a (GWP:3 | Lower GWP),No,,,,,02/21/2025,02/21/2025,United States,ES_1120898_FR102MD_02212025102335_80245002,No
2381214,Newair,NRF031****,,,Compact Refrigerator,12 - Compact Refrigerator-Freezer - partial automatic defrost,Automatic,Yes,No,No,No,No,33,18.5,3.1,3.8,270,358,25,,,No,,,,,05/05/2021,05/29/2021,"United States, Canada",ES_1142686_NRF031****_051020210405964_2991470,No
2381213,Newair,NRF031BK00,,,Compact Refrigerator,12 - Compact Refrigerator-Freezer - partial automatic defrost,Automatic,Yes,No,No,No,No,33,18.5,3.1,3.8,270,358,25,,,No,,,,,05/05/2021,05/29/2021,"United States, Canada",ES_1142686_NRF031BK00_051020210404597_6548523,No
2381215,Newair,NRF031GA00,,,Compact Refrigerator,12 - Compact Refrigerator-Freezer - partial automatic defrost,Automatic,Yes,No,No,No,No,33,18.5,3.1,3.8,270,358,25,,,No,,,,,05/05/2021,05/29/2021,"United States, Canada",ES_1142686_NRF031GA00_051020210406939_1472607,No
2381211,Newair,NRF033****,,,Compact Refrigerator,11A - Compact All-Refrigerator - manual defrost,Manual,Yes,No,No,No,No,33.9,18.5,3.3,3.3,220,245,10,R-600a,R-600a (GWP:3 | Lower GWP),No,,,,,05/05/2021,05/29/2021,"United States, Canada",ES_1142686_NRF033****_051020210324337_9059864,No
2381210,Newair,NRF033BK00,,,Compact Refrigerator,11A - Compact All-Refrigerator - manual defrost,Manual,Yes,No,No,No,No,33.9,18.5,3.3,3.3,220,245,10,R-600a,R-600a (GWP:3 | Lower GWP),No,,,,,05/05/2021,05/29/2021,"United States, Canada",ES_1142686_NRF033BK00_051020210257645_1233432,No
2381212,Newair,NRF033GA00,,,Compact Refrigerator,11A - Compact All-Refrigerator - manual defrost,Manual,Yes,No,No,No,No,33.9,18.5,3.3,3.3,220,245,10,R-600a,R-600a (GWP:3 | Lower GWP),No,,,,,05/05/2021,05/29/2021,"United States, Canada",ES_1142686_NRF033GA00_051020210330495_3474417,No
2669173,Newair,NWB060SS00,",NWB060BS00,",810028286641;810028286658,Compact Cooler,3 - Freestanding Compact Cooler,,Yes,No,No,No,No,34.3,14.8,3,3,142,179,21,,,No,,,,,09/11/2023,09/28/2023,"United States, Canada",ES_1142686_NWB060SS00_09272023192403_6880609,No
3814693,Seasons,MSBF18****,",,Icemaker-Ready Product (with icemaker).(The symbols * may be replaced by A, B, C to Z, it means the color of enclosure.)",,Bottom Freezer,5I - Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,Automatic,No,No,No,Yes,No,66.6,29.5,18.7,22.9,550,604,10,,,No,,,,,11/21/2024,11/25/2024,"United States, Canada",ES_1048137_MSBF18****_112520240047347_1671851,No
4020738,Seasons,MSBF18**IM,",,*: Suffix could be from 0 to 9 or from A to Z or blank, to represent different in unit color",194671051918,Bottom Freezer,5I - Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,Automatic,No,No,No,Yes,No,65,29.5,18.7,22.9,550,604,10,,,No,,,,,05/06/2025,05/07/2025,"United States, Canada",ES_1048137_MSBF18**IM_050720250111334_4954928,No
3706658,Seasons,MSFDR18IM,,194671056708,Bottom Freezer,5 - Refrigerator-freezers - automatic defrost with bottom-mounted freezer without an automatic ice maker,Automatic,No,No,No,No,No,66.7,29.5,18.4,22.7,465,518,10,,,No,,,,,10/14/2024,10/14/2024,"United States, Canada",ES_1136068_MSFDR18IM_10212024095829_80227664,No
3706661,Seasons,MSFDR18IM,,194671056708,Bottom Freezer,5I - Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,Automatic,No,No,No,Yes,No,66.7,29.5,18.4,22.7,549,602,10,,,No,,,,,10/14/2024,10/14/2024,"United States, Canada",ES_1136068_MSFDR18IM_10212024095823_80227664,No
3543471,Seasons,MSTF10**ES4,,,Top Freezer,3 - Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic ice maker,Automatic,No,No,No,No,No,60,22,10.1,12.1,298,331,10,,,No,,,,,06/12/2024,06/12/2024,"United States, Canada",ES_1048137_MSTF10**ES4_06122024103910_80212503,Yes
2631812,Seasons,MSTF14***,",,* Suffix could be from 0 to 9 or A to Z or blank to represent different unit color",194671045849,Top Freezer,3 - Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic ice maker,Automatic,No,No,No,No,No,60.6,27.6,14.3,17.1,333,372,10,R-600a,R-600a (GWP:3 | Lower GWP),No,,,,,08/03/2023,08/04/2023,"United States, Canada",ES_1048137_MSTF14***_080420230622786_4322731,Yes
3998094,Seasons,MSTF16**R,",,* Suffix could be from 0 to 9 or from A to Z or blank to represent different unit color.",840296515969,Top Freezer,3 - Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic ice maker,Automatic,No,No,No,No,No,67,30,16,18.8,347,385,10,R-600a,R-600a (GWP:3 | Lower GWP),No,,,,,01/29/2025,02/18/2025,United States,ES_1048137_MSTF16**R_02182025093397_4240572,Yes
3626863,Seasons,MSTF18***,",,Asterisk * can be replaced by A to Z or 1 to 9 denotes products with features",194671044002,Top Freezer,3 - Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic ice maker,Automatic,No,No,No,No,No,67,33,18,21,362,403,10,,,No,,,,,09/01/2024,09/12/2024,"United States, Canada",ES_1048137_MSTF18***_090320240111553_2712609,Yes
4429244,Seasons,MSTF18****,",,*: suffix could be from 1 to 9 or from A to Z or blank to represent different in unit color",194671061733,Top Freezer,3 - Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic ice maker,Automatic,No,No,No,No,No,66.6,29.7,18.1,22,369,411,10,,,No,,,,,04/15/2025,05/29/2025,"United States, Canada",ES_1048137_MSTF18****_052920250323249_4276988,Yes
2404140,Seasons,MSTF18BKR,,194671044019,Top Freezer,3 - Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic ice maker,Automatic,No,No,No,No,No,65,30,18,21,362,403,10,R-600a,R-600a (GWP:3 | Lower GWP),No,,,,,11/01/2022,11/04/2022,United States,ES_1048137_MSTF18BKR_110420220146176_4980847,Yes
4429243,Seasons,MSTF18BKR5,,194671061757,Top Freezer,3 - Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic ice maker,Automatic,No,No,No,No,No,66.6,29.7,18.1,22,369,411,10,,,No,,,,,04/15/2025,05/29/2025,"United States, Canada",ES_1048137_MSTF18BKR5_05292025032262_4238152,Yes
2404139,Seasons,MSTF18SSR,,194671043999,Top Freezer,3 - Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic ice maker,Automatic,No,No,No,No,No,65,30,18,21,362,403,10,R-600a,R-600a (GWP:3 | Lower GWP),No,,,,,11/01/2022,11/04/2022,United States,ES_1048137_MSTF18SSR_110420220146184_1232343,Yes
4429241,Seasons,MSTF18SSR5,,194671061733,Top Freezer,3 - Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic ice maker,Automatic,No,No,No,No,No,66.6,29.7,18.1,22,369,411,10,,,No,,,,,04/15/2025,05/29/2025,"United States, Canada",ES_1048137_MSTF18SSR5_052920250318779_3191717,Yes
2404141,Seasons,MSTF18WHR,,194671044002,Top Freezer,3 - Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic ice maker,Automatic,No,No,No,No,No,65,30,18,21,362,403,10,R-600a,R-600a (GWP:3 | Lower GWP),No,,,,,11/01/2022,11/04/2022,United States,ES_1048137_MSTF18WHR_110420220147475_5825400,Yes
4429242,Seasons,MSTF18WHR5,,194671061740,Top Freezer,3 - Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic ice maker,Automatic,No,No,No,No,No,66.6,29.7,18.1,22,369,411,10,,,No,,,,,04/15/2025,05/29/2025,"United States, Canada",ES_1048137_MSTF18WHR5_052920250322647_1809707,Yes
3942877,Seasons,MSTF45**,,,Compact Refrigerator,12 - Compact Refrigerator-Freezer - partial automatic defrost,Automatic,Yes,No,No,No,No,46.9,18.5,4.5,5.6,329,369,11,,,No,,,,,08/06/2024,08/06/2024,"United States, Canada",ES_1048137_MSTF45**_01202025122040_80221575,No
2393852,Seasons,STMR183**#*,",,1st ""*"" Handle Type : A-Z , 2nd ""*"" the Energy : A-Z - First ""#"" means that revision number : 0-9 or none - Third ""*"" means that color : A-Z",,Top Freezer,3 - Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic ice maker,Automatic,No,No,No,No,No,66.3,29.9,18.3,22.2,370,413,10,R-600a,R-600a (GWP:3 | Lower GWP),No,,,,,02/25/2022,03/17/2022,United States,ES_1048137_STMR183**#*_031720222342409_4259205,Yes
2383430,Sharp,SJB1255GS,,074000640061,Bottom Freezer,5 - Refrigerator-freezers - automatic defrost with bottom-mounted freezer without an automatic ice maker,Automatic,No,No,No,No,No,72.8,23.6,11.5,14.3,397,444,11,,,No,,,,,08/15/2021,08/02/2021,"United States, Canada",CER_0041229_SJB1255GS_08142021101243_80093283,No
3627007,Sharp,SJF2955KS,,074000640078,Bottom Freezer,5A - Refrigerator-freezers - automatic defrost with bottom-mounted freezer with through-the-door ice service,Automatic,No,No,Yes,Yes,No,69.9,35.8,28.9,36.8,743,816,10,,,No,,,,,08/30/2024,09/04/2024,"United States, Canada",ES_41229_SJF2955KS_090420240237455_9333626,No
2382193,Thomson,TFR441-WHITE,,,Compact Refrigerator,11A - Compact All-Refrigerator - manual defrost,Manual,Yes,No,No,No,Yes,32,20,4.6,4.6,204,255,20,R600a/0.705 (oz),R-600a (GWP:3 | Lower GWP),No,,No,,,07/06/2021,07/18/2021,United States,ES_1120898_TFR441-WHITE_07192021105202_6250785,No
2365419,Thomson,TFR834-C,,,Compact Refrigerator,12 - Compact Refrigerator-Freezer - partial automatic defrost,Automatic,Yes,No,No,No,No,32.8,18.7,3.1,3.8,322,358,10,,,No,,,,,08/01/2020,09/02/2020,United States,ES_1120898_TFR834-C_09022020100812_1292509,No
3554106,THOR KITCHEN,BCD-606WHI,,,Side-by-Side,7 - Refrigerator-freezers - automatic defrost with side-mounted freezer with through-the-door ice service,Automatic,No,No,Yes,Yes,No,70.1,35.9,20,25,560,646,15,,,No,,,,,07/10/2024,07/12/2024,"United States, Canada",ES_1140355_BCD-606WHI_071220240610667_3517174,No
3549853,THOR KITCHEN,RF3017FFD00,,850058622330,Bottom Freezer,5I - Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,Automatic,No,No,No,Yes,No,70.1,29.9,17.5,21.3,512,590,15,,,No,,,,,06/20/2024,06/26/2024,"United States, Canada",ES_1140355_RF3017FFD00_062620240609768_4061205,No
3549854,THOR KITCHEN,RF3017FFD99,,850058622392,Bottom Freezer,5I - Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,Automatic,No,No,No,Yes,No,70.1,29.9,17.5,21.3,512,590,15,,,No,,,,,06/20/2024,06/26/2024,"United States, Canada",ES_1140355_RF3017FFD99_062620240609155_5174161,No
3549855,THOR KITCHEN,RF3621CTD00,,850058622347,Bottom Freezer,5I - Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,Automatic,No,No,No,Yes,No,70.1,35.9,20.3,25,539,622,15,,,No,,,,,06/20/2024,06/26/2024,"United States, Canada",ES_1140355_RF3621CTD00_062620240609875_3787251,No
3549856,THOR KITCHEN,RF3621CTD99,,850058622408,Bottom Freezer,5I - Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,Automatic,No,No,No,Yes,No,70.1,35.9,20.3,25,539,622,15,,,No,,,,,06/20/2024,06/26/2024,"United States, Canada",ES_1140355_RF3621CTD99_062620240608801_7942423,No
2395261,THOR KITCHEN,TRF3602,,,Bottom Freezer,5I - Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,Automatic,No,No,No,Yes,No,69.9,35.8,22.5,27.5,588,644,10,,,No,,,,,08/02/2024,08/30/2024,"United States, Canada",ES_1140355_TRF3602_04292022024822_9539068,No
3722072,THOR KITCHEN,TRF3628FFD,,,Bottom Freezer,5A - Refrigerator-freezers - automatic defrost with bottom-mounted freezer with through-the-door ice service,Automatic,No,No,Yes,Yes,No,69.9,35.8,28.9,36.8,743,816,10,,,No,,,,,10/29/2024,10/31/2024,"United States, Canada",ES_1140355_TRF3628FFD_103120240739671_8321432,No
2835914,THOR KITCHEN,XRF3016BBP,",RF3016BBP,",6926697004661;850044461448,Bottom Freezer,5I-BI - Built-In Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,Automatic,No,Yes,No,Yes,No,83.6,29.8,16.1,19.5,551,604,10,R-600a,R-600a (GWP:3 | Lower GWP),No,,,,,11/13/2023,12/01/2023,"United States, Canada",ES_1140355_XRF3016BBP_11082023112307_8018609,No
2835913,THOR KITCHEN,XRF3619BFP,",RF3619BFP,",6926697004678;850044461455,Bottom Freezer,5I-BI - Built-In Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,Automatic,No,Yes,No,Yes,No,83.6,35.8,19.7,23.9,589,646,10,R-600a,R-600a (GWP:3 | Lower GWP),No,,,,,11/13/2023,12/01/2023,"United States, Canada",ES_1140355_XRF3619BFP_11082023112633_4565698,No
2389789,THORKITCHEN,TRF3601FD,,850018999885,Bottom Freezer,5A - Refrigerator-freezers - automatic defrost with bottom-mounted freezer with through-the-door ice service,Automatic,No,No,Yes,Yes,No,69.9,35.8,21.6,26.7,658,722,10,,,No,,,,,11/19/2021,12/28/2021,"United States, Canada",ES_1140355_TRF3601FD_12272021195180_2142163,No
3543873,THORKITCHEN,XRF24CRF,,850058622187,Freezerless and Single Door,3A-BI - Built-In All-Refrigerators - automatic defrost,Automatic,No,Yes,No,No,No,83.6,23.7,12.5,12.5,295,329,10,,,No,,,,,06/05/2024,06/21/2024,"United States, Canada",ES_1140355_XRF24CRF_06202024113415_436517,No
3543870,THORKITCHEN,XRF30CRF,,850044461479,Freezerless and Single Door,3A-BI - Built-In All-Refrigerators - automatic defrost,Automatic,No,Yes,No,No,No,83.6,29.8,16.7,16.7,325,362,10,,,No,,,,,06/05/2024,06/21/2024,"United States, Canada",ES_1140355_XRF30CRF_06202024112157_9034692,No
2355958,Toscana,FD225BSS,,,Bottom Freezer,5I - Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,Automatic,No,No,No,Yes,No,69.9,35.8,22.5,27.5,588,644,10,,,No,,,,,08/23/2024,08/30/2024,United States,ES_1127347_FD225BSS_03092020052205_1325418,No
2355959,Toscana,FD225SS,,,Bottom Freezer,5I - Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,Automatic,No,No,No,Yes,No,69.9,35.8,22.5,27.5,588,644,10,,,No,,,,,03/09/2020,03/09/2020,"United States, Canada",ES_1127347_FD225SS_03092020052244_1364292,No
